trader,tokens_closed,gross_proceeds_usd,cost_of_sales_usd,realized_pnl
CdDY1733oPx7dnDoKjspDDfrKRtZqQVheP5EVtVZT471,1,41.06,34.2,6.86
9xCAdqXREYGN98erUKr4bGgimdDU3h4KwWdiKSvTawq,2,1528.05,1439.88,88.17
zk5a3puABgEiJSoeqdQmS7DHhi8m5d5o6HRDZuyiLEU,2,178.42,222.04,-43.62
CZapzUUvmAnEtJSX2p1WSE6PtEjevyzUoWVx86upXhC4,1,2.49,2.48,0.01
4TkXuxyMNYvJmjNzNb5FeSR6P49bHB9eVKWuf4WE5hTo,6,3299.26,2737.25,562.01
Dpz7D5hFXxEENpGb2G6Lqo9PNJu3P1gPLaPYxn82VLSc,1,516.68,285.05,231.63
9DpsnPc9hskwkRY2ZG2H7HB2CyqAhC5KKadieDfB5U8C,1,88.04,102.22,-14.18
8cSLVtf3XusjmAUVXfuZaMnG84QMa3siMQxvfEar4N4Z,1,1.37,3.99,-2.61
7BmjUGQhJSkJZN9hsoNve3smTDc743DuES58AaYpEq5w,1,443.06,500.62,-57.56
3auSGJUFwoZa5F6K4K1hN4NUEvW5W2MhRG29x8tZKpYE,1,289.74,308.24,-18.51
AxPHci4r6xoAv2QgT8r8PGKUA7ZB32d3rsUVLGz4nX3i,1,622.46,772.17,-149.71
51UVZzaxo58r6o2F1V9GN7Bdwtx5vvaxaVBz4W8kkott,1,41.71,43.52,-1.81
299VRkR9iBQJ4kmECsT9QXHc2ff8cQoqsWsPQAD8FQni,1,326.59,293.28,33.3
EBThwVfiFQDDXzD5bUQWjaq5PpjeHwX5R4qHaVGfYz8D,1,222.34,174.91,47.43
FR6jKnbjAQDpF6SGBoXZkqLpqnKnPNLzi8uRQpVTKXyw,4,606.77,1184.36,-577.59
5SqqQzz7RbLYFg9jSV4YKFCEPuPJBCQfJEyFKbHAvwS9,1,26.46,42.26,-15.8
3gHj9irBYwMk87bivA7mkYYsbJrKS4EVFJADmBcaLWLh,1,189.38,218.41,-29.03
8NbEBEXu2Rpm5zrcijH9wx1AoGhZT67YGFAVck79sc38,1,682.04,224.66,457.38
91UFJcTMyN2PXPUj2SW2RdBHvoEPfYUExmhfSWvmZWdm,3,640.76,608.68,32.08
2Kk5R4BcswshzXYpnevXYaT6nBpUqop99rW5aXWa38wd,1,198.57,302.84,-104.27
BundbtUquCEGP8o4fRrmtaf4LtzAwWt7EV5M7Uj9Qjkf,1,496.37,257.93,238.43
C2ZiKKioUgoDiA7RvJEg4wPednx8eUyHdvpf2RaGXLZ3,1,1710.84,1205.01,505.83
GtiBS9pWVGNdk6eC8PUJe2mkK2vn7tmmoBPqPK7R2ju7,12,7227.76,6052.62,1175.14
CQFuGmxGC1sZW6rzUV24g53gzXTnzrWw88AoKMvxWTcK,1,591.0,528.81,62.19
rhLdaXdD4hsNqssde3x5HLjdX2Ppt8p9won5qgh1PGN,1,131.55,250.0,-118.45
9TRgbPTGmjgoYbsJgdsQSwveJwjeowKKi9hSykhpKziF,1,269.79,185.38,84.41
Ec5UoVs7cF6SkNJJxBsJRredppTWmhufVbjY3oYEE4Y8,2,884.59,1042.15,-157.56
5ioZDQRq6V1Z1DgjiEnHpNgB3q2hpmYtXHNzHpxPutnW,1,236.88,264.21,-27.33
3pJDbZaaqTEZCiRtCT6fvS4FMXD83gmL7peBgPyLjTwM,1,1022.55,880.3,142.25
C9PvXPb5rB3D8rURS71tAMvCav5gPiFrr1nwcruiicG,9,2086.46,2607.89,-521.44
G4uHQ85j65KBsypPH6qVqoiSYUBuH9YTAqRpuhjLRJBq,1,1476.16,2271.93,-795.77
7D3CD6oLBsgdhXNhGoDUE4iQCdTT1K5aXnpdmEWiTYvM,1,122.23,231.35,-109.12
FMNpa8bdshaQdGMygaFPScnxg8YgFt7QnpQVH5P9WF2v,1,258.57,592.54,-333.97
3bC4QvwL4rourfQfmGXU1yTV2RQvxSJthqjxvCJfDpfs,1,368.51,324.46,44.05
B6QHtywqaS6VnXP7UQTwFsr2faMYW9JJmQ25ssGrmCE9,1,439.95,490.81,-50.86
EyGmZmAJTE3KkcvBJQPVEPq9JtA5QFPnMbxBPf2X61C8,3,751.85,651.96,99.89
DJ6LPQf26PMV49Bo7JgUK8Uu2ZMudq9yoU765r9Ciyup,1,67.88,135.51,-67.63
GfkNaRQqXdsrpMRV2P5nUX4UexxfbXU8eJpi8VoYFEGB,2,166.41,225.39,-58.97
ChsscHRSu1JTzt3R5Fi9fDBo8gRpLEGUH1ZughEbQZUt,1,276.1,300.0,-23.9
6GMus9ydVC6mGRctEKpcSyaJ1cowoxB1rt6RmuCzTDc3,1,63.2,122.48,-59.28
7NhCZ3fXCzdNdun5dxevy8dsFGQPxGdY3AKMNVSMWEyG,1,745.64,491.53,254.11
ByLngTPunuaLDu9hbE6W5YMmkEgtQ2yRHUKGoCNDYoU,1,199.91,294.4,-94.49
56BetNYwZEnseYhrTSDMScauVkbc9tSv5HSqpejZYXKG,1,93.84,140.57,-46.73
12D2dEVJuW3LcWjNrVeBU4fBkdWKaVoRyXDdvWnDGwXf,1,78.47,74.04,4.42
5txxukaTZV1F4cf2YGJpRvRiExMdaCe4VuLMCaWw65FW,1,375.89,300.0,75.89
7Hg2R7EjvQoHFJg9ViXcbU7TAY63abVgqFNjfHzgTsDA,1,646.45,1277.19,-630.74
HkQXMm2rSSCTLjo1irjnUJpZynxG87NRAYyvm7mCJm51,1,176.46,157.48,18.98
Cpc2bu7vds9VXhdAGz5Nc3RHphSZVgvYUqGg8UWkJqpD,4,2621.7,1907.57,714.14
8eiHaE8xwLN9pxnw6Nb3vGKu8zwK47E47u7s5mrkFfjE,1,5603.32,6936.29,-1332.97
3GW168i3HxSno6pu2wkJipC5NB3Hb1rVnMgVPqWkpGWt,1,1251.37,1966.62,-715.25
ENCrLheYc5sj9Z71SAgeTdzJPnVmJwkrodxoME1Stevs,2,2009.72,3198.26,-1188.54
9fDhNADFNAfQKUmh4dnE2FTbt8PWsaJ4jZKPyqabz5tX,1,57.92,61.01,-3.09
31KrYUDzgEQhEgr1JSNVfHAknWACcF97CtUaU8enKQsy,1,553.41,598.55,-45.14
CUNzahcZTKvaRPWwSJavpdcPt95rPRwmgKAHLMp76nmC,1,450.47,470.7,-20.23
AnYxiDf4Bwbtnh4KYCx6wzthJa3oJsWnNUwovdctXRvg,1,326.24,232.11,94.13
HBtZBaoHkwSoHbCHWTNjCn5cvBZYDVRwGqfFQq75afkE,1,556.72,383.29,173.43
BKTvrhLySkEV29HWaoSu4mHgLBcLMqd12MNSvzYKYD4k,1,461.66,525.92,-64.26
GAGnV5Br6pF6iLTUQGPGAVZdNCdXnyrf1Qwhvb23zMCe,1,255.37,82.69,172.68
7vaFeYK6zXMZowV89tdux4dpPXz6EjDPLuznLEMzMJyH,2,232.26,755.06,-522.8
9WnnzJknvut7ZpsPqZQfPSzcZw5hHgr6ow5ez7C8manx,1,1455.6,721.29,734.31
DsVQCLtZwVbq4hwuFdaDy7fGznkJEWjYPAkc9ihpzWAJ,1,772.02,823.91,-51.89
BkPkxCQL5gG4vYHNfU44BF4dLTGMWFakdf8SjFtpTQu7,1,181.83,500.0,-318.17
2JCzaAXpbBTF5XZHVUHJebzUcMYt53ceWBD8gHv44ZWa,1,5.78,4.71,1.07
ATwjwvbkzRASEJkFsFPy9LnbLqzRTeKJWTRm1LUogALR,1,142.68,1800.84,-1658.16
BCUZidt1kprudcrexu9iogmiW7FfR4fo5feLAkrD7nc2,1,770.48,616.55,153.93
HyYqUiEoCJURMadfCTdgTnUPEPqpRKa2SiJcpu3BP5Hy,1,73.94,104.54,-30.6
EiKLiurVAWnJ56rAwEUuifP2Dz5aCk5idWjYvW43WagX,1,224.05,118.87,105.18
B11koCvNy64Ucpy6ffqVbezczsqT8Mu2dRHqgSxbnYoK,1,310.26,220.54,89.72
5cQn7P7mcARP781P7oAxCv2c7qLdJrVTmF2yZuW7cWfR,1,696.86,755.81,-58.94
2xsj58GrNdfN8wv5nf9STACV1UjxcULRe42Bi8Q4Fksv,1,148.1,304.91,-156.82
LFNkHaehkpegot55S5uSXTmt6snKHb8ZX837DpsqdG5,1,1336.91,1221.52,115.39
4P6Pey1SEy5iRwedjG46VGUaAf2vfdHKdqUDp7h6fykj,1,27.37,25.07,2.29
zTCfiAwS7ZwvVS6G7KiDdh5VjWHKc9ENAMcjdnp12DH,2,155.74,172.52,-16.77
9zSrn6yvr4QAhkqQrxypzbqGJdrjdYjti2fsGm5jCztx,1,200.98,338.46,-137.47
HqUoU9eT9EZyzH7rwiv8da4xTRxYaw5KzavjT2NGGbm2,3,1528.08,1363.38,164.7
Cy5pfzBjNYeBqXZUy3TYzp4mfK7WHAGtqMANdYSs3LuM,1,212.85,164.22,48.63
2XeZQPPqL6NU38zx4LBUaRz7GETaUXtYgVoCbZjJFrHg,1,4.81,5.56,-0.75
FNKVckvJCJeVwnFq9CVpzwAfJRABY2Bjr2WAkT6mv6Ps,1,530.03,37.18,492.85
5UDuRcb4whPSBfhuwqvHfpNMSygwWSUAyVV68Z6qMn4D,2,2783.85,1290.0,1493.85
6yZg39qsgVCcv4YoX1nizGjSmSwyKjxQmLx2vFrTBksh,1,270.84,281.3,-10.46
9cEJXQRcKRbBGccoGVFG7HQZJgijSFWvCFDWqPojhndV,1,235.14,500.0,-264.86
G2fPNBzdMhWEVGrbbbG6FmYbaJWo4j8ZVubupsDwdikB,1,833.43,802.64,30.79
Bvupc78cLnaJi1KHZXE68NCwrJQXs51FEcXQZmRTECVb,3,3885.65,2437.39,1448.27
DQ2uwLxK6GQNGZnx846FyNTvTjTiQpWtFYcSghZoQzEi,1,449.87,420.93,28.94
2RrSUhj4mPjTWkRsLYNuQB5E299dtTMpy5xdPVBQe6JL,1,255.8,280.2,-24.4
7es8ka7zgg2HtnrZghXjnUTwkNMzAUfCu4r6Xu2aAmCc,1,7.48,5.85,1.63
BRfRrb8kqZMeRtTeFHL11wTUfznZ1eG9MvkzLof731oU,1,154.86,201.81,-46.94
2WyQRXDFzTWY9ARTQbkuaV7hAiw9yAXEN1ovAfFvbn3x,1,218.46,226.06,-7.6
9dk8s9BtpEaotxxMvLbz6YMwa7uEgo6AnKrAtjpcUmCs,2,625.06,1250.0,-624.94
FQyMynxKLhbAm2sai2mUBYxwumC2SqduP1Vri4i1LeHg,1,156.49,146.39,10.11
CTj7tgjSPZDuVitmCUXYa8wUp7ZfJ6BRLBsEf6TLZthZ,1,436.85,400.0,36.85
HSfrYiwmzz26GMz4QLEatZ3j6u4YDU9R7k55QLSVTFoB,2,809.03,666.11,142.92
CzWD6cLa5NwNgWp1jgQsJdnomsbUxMP8SzD7yuLmbxXT,1,16.78,25.48,-8.7
5X2cbEE6ZnKpmxbkAbyQE9EgVZ4WxcjBgW52ALHUCtDq,1,44.99,236.28,-191.29
5VwE16qLVDBJHjrLkKMf77kZJTSwTkds863D3TY7g4eq,1,205.14,174.6,30.54
9EvovkZMDKjmfFwWRm5x1SinD8AbGsmSMyCvBLNiXBtu,1,152.89,115.56,37.33
3ymZgrFZzkDeEcZis64jQnVKwBVyYf3LtPoweSPM5WwD,3,1160.7,1323.23,-162.53
7Axa1HFML4RKpY9qguuyeuQLj9acQ65sebeXZTogLPZd,1,112.4,121.29,-8.88
FZ69c5u6WipZDkF2uKeZ3CGyZdztLGMc7BXcjx9WTJ7M,1,52.84,34.12,18.71
FYgBkU8qPsi1CZL1jva5djkKzcFvRKhMiS4jNA1aBCVr,1,147.77,171.56,-23.8
8BNZFNoQ9LJTbaYr3Vdxzd6P5BU3BXzbjnUSLfFPs111,1,136.34,202.93,-66.59
3cSq6eYVyxEJ2uZeh2kT65PB4b482i1P5nkeot77kQNM,2,312.39,550.0,-237.61
5D8AyrrdjPfVQr5wiA9YURtdCr34vkChmzMDPXDvq952,5,2553.3,4931.36,-2378.06
CqssKsWP8th9atkcEpefQGNs54LDigfzn6rHTiN7hdq3,1,426.98,448.59,-21.6
Hn3bTAcaN26nu6SEqBZRLh8CmkMgGhVJ1SQW7M3UPaL5,2,855.91,825.14,30.78
pABK3qh5qDpxMb1VahBJJACp8X5ALeNBKzNa9VXskfD,1,190.68,194.1,-3.42
DST1X8o2QS2XEurYkwR1tMJ2Npqo9QnCvqtFrMQRxUhw,1,459.18,629.52,-170.34
4XutiZtNHuZUgG3YYhXLPmLXTMTKW2uBdb7izX1467oV,2,690.7,1019.18,-328.48
6dYebcWyHoMZSmRuPG6GiTnx5QwooEAhUx1fZkLtx7So,2,2009.43,1816.06,193.37
DSqCsdLSLHd43pcqW5jrW3vxg2T61q3BHMwHctVEvUt7,2,1971.65,1760.02,211.62
6qLzPo4nV3ygksiEEa7DZ2goqw1dnbZLz5z11mdjz83X,1,36.07,75.93,-39.86
CgoG2S3HWp1dQeCywHCDDLV2MT9MyVC9ubegMk3E4vuh,1,473.21,433.14,40.07
F3NewaT2M5WtQHBtjedXffkMorCvY8DoMrdzKWyfs4UQ,1,623.82,850.9,-227.07
6WiE8iqDYynih2LyxRANttrJAd6mvjFVF9zwFgynpZEg,1,235.91,161.09,74.83
9rt1oB8LYNRhRBqSkpX58wmiJMm7CB4bgfUXAjEh9n7H,1,24.45,31.38,-6.93
G6i4SJUrkH4PLDqdjoGEMCYQbVNhqQgtDUiant3bsaZF,2,672.37,778.88,-106.51
EiynfFLmpHny6oTSj9T9xUemRhUQMDeVQG6iJRr7rLMy,1,630.92,1136.74,-505.82
6VjYfGPEShRnAm6coWMRguDyGxAJCnBzJ1eqUnbhCz78,1,815.87,827.13,-11.26
FozTxQvYjjXWSmmTHfNA7p7btoK38gUS2BmRirb7bi4K,1,1380.29,1251.81,128.48
6xHE31TzMr3MrHnTbJUFUVPi8KRtkggTdkULmoqdVtei,1,560.62,648.16,-87.54
B5s3Q8QTgDQicbbXoEE5hRzwqzEovZGSnKJvCfu1MfCa,1,5.77,484.32,-478.55
4ko6xxtEPhKMU1e1gMY8r5KKe5AFoLAAsRR9zAytYZER,1,78.28,300.0,-221.72
CVfyypa4rLTGqcv1Zabj7xqQmMRmPSTofdsfSi4taiSc,2,519.15,937.98,-418.83
HyHV3L5c2ewAhRWyYdVgNvuEUKPsU79MwCaqWzKbzeWr,1,8185.61,7528.36,657.26
DRN4G5a7ZnzKzqUNgiHWmbQtXbkQi1Wtqq2yRh1754z7,1,1326.38,1261.42,64.96
DNciU6ecCjMcZ2e8ssmebUqaMtcdz471ChWZ4Fk7Xbny,2,1545.93,811.98,733.94
5dvo7afWw1xVLcZzqofokjaEpsEzBb3UukYoEnFi6Le5,1,2447.31,2618.33,-171.02
7Qmwxb8LzQaYr1VnFY3YdvsST4fuPL5G2HXZ49GzPQPn,2,1598.11,2405.92,-807.81
7KCCdBVpeTd3MykL9VKQv3eMyoBrkJZHkuGJ495DqT1X,1,200.11,170.84,29.27
GMqvUSy6sJxPicLDnV4tRT8ziyfUuCM9x9nJUo1RqWsR,1,315.68,248.48,67.2
37o4KS7RcFunjnp2tS6ekUuzJptA6WCwhc4aGhne3jFT,2,1383.56,1208.47,175.09
74MoEu41CaHR5yC5bbhFKocLaBZofofi7NcTPM9jqQeW,1,173.17,214.47,-41.3
EwAexpzo9Av34saJZNUvaWuqVyGb1ghzQVRDSQNUZ53N,1,222.24,165.78,56.46
HWPKCr4kvkMMUwjqsG4pmCUcCajX7LxntArzpGeoGdEZ,1,37.44,237.79,-200.35
J2bBqNwjsFaYMTnQPtdQu75ZDCuyqwUtcr77fCUDC9rR,1,10710.65,14000.0,-3289.35
F7uu85oMUXBrF58tawjQ27n39KjRrkrovRy5xdH7RgDY,1,1050.84,385.15,665.69
6QifMNeYHqZuWQmt5PJwSdbkq2nbjkwE5iCZ8ijL8xih,2,680.47,752.93,-72.46
2LkXDmif5vjV1p5cQbQQHcq5Krez3MNTdB5eW6oVEzpr,1,3224.56,2390.66,833.9
2cAomkMvUYDERaspyduvNSsrBb2KPtDfL1GgM2vQrBEy,2,500.26,403.69,96.56
BHkRuuEqDTb8ztSg9xymWoBLNb81uE2uLXRMK3LtSjpD,1,886.71,895.39,-8.68
6wbrYQVrcL3sxtKEaXWMopqy5WQUXo5uJEv8W7xYUNGB,1,5165.45,4227.4,938.05
GyLXQ6Vt6EQWj9LTitJisa89Ae9bjShVbs3ArZzBWKt4,2,1724.85,1316.99,407.86
F46FS7vibtWQXq6k6e963QsGb1FUJjaRSYLjFcNamuUL,1,206.49,210.31,-3.82
BJTXB1cKEWYrJC7z9Ec5eDRfo2Q7nyPuVvFcWjsPxmqs,1,185.79,381.55,-195.77
Hg9rhkBJTde28d3GaaFXNJvpTUjEoFN6G2zPin8t6Jv,1,250.16,220.28,29.89
8UcT6fniYZxLksKWFrTGUJiuQd2evxaX7aXqo44aLCHm,1,4853.23,3707.38,1145.86
AfynnQJ1gJ57wkGCqUwJs1TmwuAUbsx73smzgjcSU9GU,1,49.06,56.21,-7.15
BGW8PcWB2oJmrVJVcmPbK2fb7xR3s9rAsKbxnyfSt1ur,1,199.61,368.55,-168.93
FfJw5nonQQzNN2onghqNPyYsuRunMhPvF4wLQ1cmxcC8,1,1764.24,1500.67,263.58
DF6tx9Aw7Kzw9eWjbJRMoK4Yd6zKgMzMW9GFPbvRvwmn,1,1119.74,1337.77,-218.03
GSNUKVy9KQZG4k2jgjFcm815Dy6DjEQxwspCEyzh7idT,1,486.15,549.07,-62.93
Ci4bxdFBxsCYu9CJ8w8aWaY8sfsGRyoiBZUR2tWE15vt,1,203.96,185.71,18.25
8gk29D7SmBkmAtWaNJZHQJWs24mn3WUBc2eRWWiQRjZG,10,8834.26,5423.23,3411.03
56mkxKkXRxo6m7x5ebTNoZ38tVSxbF7reJkp61VLQy7b,1,478.96,509.33,-30.38
5cv73rk3xe7jNj4oDrf5EqYsNu7DWXHzNvSPjC1MYTMY,1,371.68,602.37,-230.69
6WYfB6vdGdXmhM5L5Gwjahtvkgh5Yv75Z9Jj9zRscpCD,1,466.18,82.41,383.77
5AQA5NUpL7wVQyYiLL7jQfwDowWNgMQHorWxEQBBntBs,1,343.05,403.4,-60.35
J5jm1SD4Jtom4qXjBW1DkGrSYcXcz1stKTAchCKTbkCD,1,14.97,20.02,-5.05
FtZajos4emdyT9N82mnSWMQFNqhs3ZHUVmgpGop8pCKN,1,13.38,34.24,-20.85
HBa3ALpfceVJAUYF3LYEiwFQsdhuxN8U1L815YFppjHK,1,43.83,16.96,26.88
BQEbaoyvHm3r7SeN374TdiDXm9CWQooGCgbP4nU8mba6,1,14.35,22.79,-8.44
92DTLYyX4iF9X1fp9BMUgJknFfWai9TASYd3GFknmcDe,1,272.05,200.0,72.05
Ewog1BJcyVA7AMidZt6ho9fW9fsZ6EcytS1Ggd7NVVbZ,1,4.0,4.5,-0.5
BamjT6jKwaD8LxBg6zBckJFScwpBRrNiXc6hWMqp2E84,1,1.84,1.93,-0.09
FN9fCXpJgZiDwB7o6qMCnP6byUzu8FykTe2ppCNDt2Tq,2,316.13,1408.69,-1092.56
23ANrYgTx38DcqeEaGY7FxZgfQe6yuLASus9AxB33k9j,1,271.23,284.55,-13.32
9fm9uH27TZGdWRLjePruYgyZxVJ5Lr6JFjCx8TvrABPj,1,200.1,236.37,-36.27
62hSRcuTb3uWQqdvo2jSoSCNKfaPYxkvYeZmwR3A38aA,3,2500.76,1642.43,858.32
DmXF9FJvM2YCJaKvnLp5KTC9j8ztqTiGgF2UUvDwsLtu,1,849.87,417.23,432.64
GSApofBK3Rm4qkXrh18rAWuD2BfY66beGamocUZ3KoW9,2,1043.13,861.43,181.7
52YRf2q2mD8z6ZGySamZf9f3iQHY2XtuwjqF4tTppBsh,4,1332.12,1369.5,-37.38
8etdJug9Td41XXkbApT2gTyNYVxc4rSvHMRaL1BZ3xRa,1,1017.86,750.0,267.86
7cHcFPDt2PcDQYcJk2iZh1ZtyX3yzZ9spT1SbUjDPeeK,1,501.95,335.75,166.2
3iYzgTsaLunA9aQeNmnXVzDgnYni4ofpyAMKdy3vaWWY,3,2674.67,3259.01,-584.34
DbbcPmHsbhmJw1hLHKq9rWqL625PgiWTgEL7n2LDwo2t,2,215.68,314.58,-98.89
DWsjXdsFAQxc9joF9i1um3mz94As2Wx5921C4zVAQNWa,1,1304.95,986.47,318.48
HNRiJdv9fNM6t3gD7vtwqVgvh6ounrG5i79HzyyeCukZ,1,84.48,226.58,-142.09
6bddD5TV3uaqoGR8kLJxGrKa6tgnLVoy6hs2ZvCeHTRb,1,143.58,274.06,-130.49
2NiRSPfeaE4Rt7c76pN89bjvsm1txhDsaUj1HH4rBoYq,1,285.19,240.85,44.34
5ntDL877yduugkmPSy7kmZ6o5rR6hXygF5Y28ezwtK6J,3,2308.28,2700.0,-391.72
7JUFeJ7ttszeX1zC1uuYKKftJqs9c1HvLTUpnbqbDrzk,1,454.49,500.0,-45.51
k1RjTFwqvk8GJQKrMj7z2yettLoSwmfnMRDfrzkdjLX,1,429.86,450.0,-20.14
DJdMLdx8Xnv19Fnxv9KauET7WjpNCwjfbNJHeh19wpdc,1,583.87,679.95,-96.09
B57QSE5GK2L63x3ubEE8nFh4f6PEdfYsfiVxQrfqjBAu,1,1822.62,1960.52,-137.89
G9VDWgDD7CMcH6gjXXFQEAH1D2CerrXfQkpnxYobuqG9,1,300.27,310.09,-9.82
77iVY1BgkLcn9wdEJDYS8kMmSeWMkUyzb5YKPb6baHhP,1,430.48,755.15,-324.67
GByRur1mpQk4o6xzmWdbUAGqD9kYCap8kadhf8Zw2Doy,1,267.33,226.4,40.93
zdYenfnPzmymUyo8NckQ5NEw4uYPoJAuMTCTfn9wtvK,2,767.78,825.08,-57.3
Aa8Hcko3Cgpp2cUwmiVTNupGTfpA3fCv1WhtgT2V2aut,1,502.45,458.13,44.32
81rCRaEDTsstxLzi21uP7HHXnLvG6DBz8HwfVx6L9dM2,1,281.18,307.28,-26.1
TZKP33ZeqYCJ5H2yLHR3M2ru5ZLnaSyGk1K3zynmLRg,1,79.12,59.33,19.79
FSvhB7trPG9jRRWp5wppscwiPhGYxJfT6LjqCFLTMCuL,1,3901.7,3146.34,755.35
56jiP7kLiHBbPwSZYJ5V3PzMsUuvB6LkJUsDUVkjdskA,1,328.34,346.28,-17.95
7ZENfWC1vPD3S7JsUy3FmHAupxTMffUxCQ9guRZhDfsc,1,378.11,285.04,93.07
HSHh1mgSnUht8pyYBoJ61R3rbMZtUskfEoCoFtGpXKEd,1,400.31,92.72,307.59
FYojtV7yR4iqUxm9g4vMehURHev2j4Txapuer3o3SLTV,1,132.75,126.38,6.37
RHTRz7Spro8rZ46yMpF1dcs9CKU8uTub9eP8dnZgMa9,5,1577.79,1940.22,-362.43
5eqAoARg6JKPFiNB4nrd46FE8g3Ak9QoXyhGd9GGNHbD,1,585.0,433.63,151.37
7aedZJskb9cJ51d19f7JKXRjn1ubar5dHGo4UDVucgJt,1,59.56,133.06,-73.5
EaD2ghmzntZybUUhYovxFHgGunyXbiosovP6d7KdypSW,1,165.17,145.5,19.67
DHMpKR7D8f9kaLUJ4xJEAmsHKmxMzQn93ZXnErU6LS8u,1,420.43,537.94,-117.51
GPrbeHL6CWfvbeMy2gz6QkbmjCPNh7s2irGASuDU7McS,3,3674.23,4155.73,-481.5
DuEVXPCXvxKb66UMzqgNom4hxxXgU38SSzvrHgTEFvVn,3,524.4,1423.54,-899.15
CcLz31qqVp7tmnXTWpJKG6GrL4FqdNx5DfvELwYMTKp2,1,342.2,500.0,-157.8
BTsehWRLQSXwra4a4feUmw71B8wRQXm8NLYvb97m49HM,1,508.51,293.71,214.8
DCcE6NTkPLXBiog2Yg8a7vipZUJTaCWD1C2eZ6WSaLpM,1,1143.35,967.37,175.98
3uhzwwDThYPVfW4NqGSpucib6mV39iiPHjvohoHmeZW5,1,175.23,200.0,-24.77
EYqHBfm4sRMt31Uy2eMVFssdkuJjJhRFxtwXiB17KfoH,1,737.83,941.13,-203.3
GNEQv2be4kv9Lf8Q6T17aKnkXjW1nKeeNbBxM7Y89fwu,1,320.92,305.47,15.45
6nUYbfieKUm48BUa5eB8egSafbvFRE2tuRLZxGwt3ds7,1,52.7,59.24,-6.54
HLdsizqQAHkq7wtGMRfZWbjm6P2wnzDqjWZhngbuDPmz,1,604.01,500.0,104.01
CkeRFn2yvdGrwyYdGuK3JPQWyw3h8Sc6r3SngSixXehZ,2,1253.24,875.03,378.21
Ben8xej5vXchZnuUatfBxmbij3tNhMiYHK2diWuGR4ac,1,982.29,1000.0,-17.71
9goPgtRank6yq5A6XjKjSPFBVv1Z2V2MsvgCAHtePb1r,1,196.17,91.09,105.08
9Ke5unNC5fogPu9EiUSucNAY28a2E9PLwhnAzhokd6VJ,1,540.71,448.0,92.71
2QTKupzksVpyWsvPz6J8LkFNCXL9DsqDz2rBXD3pQZTW,2,974.02,661.26,312.76
6Qy7wL5RcEBDRsjVYNDnLadt8ffv7zng6aYXA8qSYSGw,2,3609.67,2543.4,1066.27
DqWBFuGjrJzrFBkYeR178DcyBmMX3Dk3VKKocXQZtDj5,1,604.98,725.19,-120.21
72WHnNb7d6Er9T55rrwJxXEjLVtvzfMNx6S5jVRQkiz,1,74.76,56.85,17.92
8Embws9eN1o41vXodsc1CQttjaFrHLiNqyKu24SgurJJ,1,86.55,129.37,-42.82
3PsPqsjNwp8pSFJ7gum5SjgyaMFycTZEhVWDa6NFAkLQ,3,186.02,330.0,-143.98
4ZZW5ePCAsHJdnHHUdgozdvLqYNVnkE9CgrW3iyZdskb,1,19859.93,16278.03,3581.9
2UPuGYu843RZHnKyzfoif1P1XiNE2ZbReMLYUxqjkc1T,1,136.15,223.55,-87.4
2THa3DAjuEHshsbGMsLFzuYxQFKSBdLUUdJjHVkTq5jk,1,410.91,977.26,-566.35
2nyhq5ZtLZ7ZusEBP55mcesmRfi5u1QQqP8K342royfs,1,443.23,553.26,-110.03
39VZ9PyJhx2CDwGMEqnt6kBJ3wLe4TZeNjXm2dFvmhtd,1,33.99,58.37,-24.38
5p53Hn45MdengzWuAXB2psTqPZaVr4XoiRJutnHPL8BW,1,66.92,108.46,-41.54
muvLnaJkdeAE5dQ5kC84LKZKBpCnjM1EGV7wsvqMu5v,1,877.09,129.55,747.53
5zAq1vpX6wABspZqVNs4JZUcBTwe2Mp9Vq8HRDYc6YyR,1,340.52,142.3,198.22
kWnn1BxytN3mvsUtMrjttHodTwsQctpPXyGHWBXZUQ5,1,58.35,500.0,-441.65
4DKog4wGcGnP2KMsTXATNRse8QZWe19ybXdfcvX6BKhk,1,645.83,500.0,145.83
9RM2hGW8Mq5LrCXyk9Ec83KtLaPiimthF6Z8P4t7Gie2,1,15.91,32.61,-16.7
ApPwnZYXPizJ5rBve2dpNzfaXSkdvUBeH6aHmswe5rMc,1,267.54,352.51,-84.98
2SNjSYh86hwBwUC6oZEcGGTV67RtMVVQGSSywKvRXdLs,1,1020.34,844.26,176.08
A51cVDCGbzbAmVfYD2FL4uSouvAXM1X7HTR1GptazNTs,1,270.9,339.57,-68.67
EqMV76thLoFCTzCWNqFDqe9GcKXazm5ovG6xBsvsUqzf,1,401.65,383.93,17.72
8MD22XMKu6Ta8amYGvKohwArVsuXjdj9DQ9WCGnf8UJq,1,364.86,342.8,22.06
HZVEwPv8HTNndq1szU3a2PCNq5MZx2iyHda3jqZ2t3QT,2,2196.57,1723.32,473.25
HLXpNuPg8h2cTGC6jbqLVT4MuixJXHzTC9f1mJ6urYzf,1,2952.27,3272.23,-319.95
wjPBSoi9KE3jRsx389VZQmATLGTrz61o1cM5ayNUQhx,1,297.4,359.47,-62.07
5xZRPFEoCzyVdD1e6RNbVWs5HxwK5wXW4GuEVMfUW9HU,2,707.83,918.94,-211.1
CSRpon5oJ2WoKMvLvj9VabMg6bKU9SHdnR1VP7a1yVM4,1,224.39,247.96,-23.57
